phage_id,host_species,split
NC_031114,Escherichia_coli,test
NC_031116,Bacillus_thuringiensis,test
NC_031117,Acinetobacter_baumannii,test
NC_031118,Gordonia_terrae,test
NC_031119,Cutibacterium_acnes,test
NC_031120,Erwinia_amylovora,test
NC_031121,Bacillus_thuringiensis,test
NC_031122,Gordonia_terrae,test
NC_031123,Citrobacter_freundii,test
NC_031125,Lacticaseibacillus_casei,test
NC_031126,Erwinia_amylovora,test
NC_031127,Erwinia_amylovora,test
NC_031128,Salmonella_enterica,test
NC_031129,Salmonella_enterica,test
NC_031226,Gordonia_terrae,test
NC_031228,Salmonella_enterica,test
NC_031229,Gordonia_terrae,test
NC_031230,Gordonia_terrae,test
NC_031233,Gordonia_terrae,test
NC_031234,Gordonia_terrae,test
NC_031237,Gordonia_terrae,test
NC_031238,Mycolicibacterium_smegmatis,test
NC_031239,Gordonia_terrae,test
NC_031241,Staphylococcus_epidermidis,test
NC_031243,Mycolicibacterium_smegmatis,test
NC_031245,Bacillus_subtilis,test
NC_031246,Klebsiella_pneumoniae,test
NC_031247,Gordonia_terrae,test
NC_031249,Gordonia_terrae,test
NC_031250,Salmonella_enterica,test
NC_031251,Gordonia_terrae,test
NC_031253,Mycolicibacterium_smegmatis,test
NC_031255,Gordonia_terrae,test
NC_031256,Mycolicibacterium_smegmatis,test
NC_031257,Mycolicibacterium_smegmatis,test
NC_031258,Salmonella_enterica,test
NC_031260,Enterococcus_faecium,test
NC_031261,Mycolicibacterium_smegmatis,test
NC_031262,Mycolicibacterium_smegmatis,test
NC_031263,Mycolicibacterium_smegmatis,test
NC_031264,Brucella_inopinata,test
NC_031265,Gordonia_terrae,test
NC_031266,Mycolicibacterium_smegmatis,test
NC_031267,Gordonia_terrae,test
NC_031269,Gordonia_terrae,test
NC_031271,Salmonella_enterica,test
NC_031274,Pseudomonas_aeruginosa,test
NC_031277,Mycolicibacterium_smegmatis,test
NC_031279,Mycolicibacterium_smegmatis,test
NC_031280,Acinetobacter_baumannii,test
NC_031281,Mycolicibacterium_smegmatis,test
NC_031901,Streptococcus_pneumoniae,test
NC_031902,Salmonella_enterica,test
NC_031904,Flavobacterium_psychrophilum,test
NC_031905,Flavobacterium_psychrophilum,test
NC_031907,Streptococcus_pneumoniae,test
NC_031908,Pseudoalteromonas_marina,test
NC_031910,Streptococcus_pneumoniae,test
NC_031912,Flavobacterium_psychrophilum,test
NC_031913,Streptococcus_pneumoniae,test
NC_031914,Flavobacterium_psychrophilum,test
NC_031915,Streptococcus_pneumoniae,test
NC_031917,Pseudoalteromonas_atlantica,test
NC_031918,Salmonella_enterica,test
NC_031919,Flavobacterium_psychrophilum,test
NC_031920,Streptococcus_pneumoniae,test
NC_031921,Flavobacterium_psychrophilum,test
NC_031923,Streptococcus_pneumoniae,test
NC_031924,Klebsiella_pneumoniae,test
NC_031925,Salmonella_enterica,test
NC_031926,Flavobacterium_psychrophilum,test
NC_031928,Escherichia_coli,test
NC_031929,Streptococcus_pneumoniae,test
NC_031930,Salmonella_enterica,test
NC_031931,Flavobacterium_psychrophilum,test
NC_031932,Flavobacterium_psychrophilum,test
NC_031933,Salmonella_enterica,test
NC_031934,Escherichia_coli,test
NC_031936,Gordonia_alkanivorans,test
NC_031937,Escherichia_coli,test
NC_031938,Flavobacterium_psychrophilum,test
NC_031939,Salmonella_enterica,test
NC_031940,Salmonella_enterica,test
NC_031941,Streptococcus_pneumoniae,test
NC_031942,Streptococcus_pneumoniae,test
NC_031943,Escherichia_coli,test
NC_031945,Flavobacterium_psychrophilum,test
NC_031946,Salmonella_enterica,test
NC_034248,Rhizobium_etli,test
NC_034619,Sulfolobus_islandicus,test
NC_034620,Sulfolobus_islandicus,test
NC_034621,Sulfolobus_islandicus,test
NC_034623,Sulfolobus_islandicus,test
NC_034624,Sulfolobus_islandicus,test
NC_034625,Sulfolobus_islandicus,test
NC_034627,Sulfolobus_islandicus,test
NC_034628,Sulfolobus_islandicus,test
NC_036595,Aeropyrum_pernix,test
NC_041844,Mycolicibacterium_smegmatis,test
NC_041845,Flavobacterium_columnare,test
NC_041846,Mycolicibacterium_smegmatis,test
NC_041847,Mycolicibacterium_smegmatis,test
NC_041848,Escherichia_coli,test
NC_041853,Mycolicibacterium_smegmatis,test
NC_041854,Pectobacterium_atrosepticum,test
NC_041855,Mycolicibacterium_smegmatis,test
NC_041856,Streptomyces_coelicolor,test
NC_041857,Acinetobacter_baumannii,test
NC_041860,Streptomyces_venezuelae,test
NC_041865,Pseudomonas_aeruginosa,test
NC_041867,Paenibacillus_larvae,test
NC_041872,Flavobacterium_psychrophilum,test
NC_041873,Escherichia_coli,test
NC_041874,Escherichia_coli,test
NC_041877,Pseudomonas_aeruginosa,test
NC_041878,Pectobacterium_carotovorum,test
NC_041880,Pseudomonas_putida,test
NC_041881,Pseudomonas_putida,test
NC_041882,Mycolicibacterium_smegmatis,test
NC_041883,Gordonia_terrae,test
NC_041884,Acinetobacter_baumannii,test
NC_041886,Gordonia_terrae,test
NC_041887,Rhodococcus_erythropolis,test
NC_041888,Mycolicibacterium_smegmatis,test
NC_041889,Streptomyces_azureus,test
NC_041890,Propionibacterium_freudenreichii,test
NC_041891,Propionibacterium_freudenreichii,test
NC_041892,Propionibacterium_freudenreichii,test
NC_041893,Propionibacterium_freudenreichii,test
NC_041894,Propionibacterium_freudenreichii,test
NC_041895,Propionibacterium_freudenreichii,test
NC_041897,Escherichia_coli,test
NC_041898,Escherichia_coli,test
NC_041899,Klebsiella_pneumoniae,test
NC_041900,Klebsiella_pneumoniae,test
NC_041901,Mycolicibacterium_smegmatis,test
NC_041902,Pseudomonas_aeruginosa,test
NC_041905,Acinetobacter_baumannii,test
NC_041906,Escherichia_coli,test
NC_041907,Pseudomonas_aeruginosa,test
NC_041908,Rhizobium_etli,test
NC_041909,Paenibacillus_larvae,test
NC_041910,Vibrio_vulnificus,test
NC_041911,Ralstonia_solanacearum,test
NC_041914,Acinetobacter_baumannii,test
NC_041915,Acinetobacter_baumannii,test
NC_041916,Vibrio_parahaemolyticus,test
NC_041917,Serratia_marcescens,test
NC_041918,Geobacillus_stearothermophilus,test
NC_041919,Escherichia_coli,test
NC_041921,Dinoroseobacter_shibae,test
NC_041924,Acinetobacter_baumannii,test
NC_041925,Proteus_mirabilis,test
NC_041926,Escherichia_coli,test
NC_041928,Staphylococcus_epidermidis,test
NC_041929,Sinorhizobium_meliloti,test
NC_041934,Pseudomonas_aeruginosa,test
NC_041935,Escherichia_coli,test
NC_041950,Gordonia_terrae,test
NC_041953,Pseudomonas_aeruginosa,test
NC_041954,Cutibacterium_acnes,test
NC_041955,Cutibacterium_acnes,test
NC_041956,Cutibacterium_acnes,test
NC_041958,Roseobacter_denitrificans,test
NC_041959,Enterococcus_faecalis,test
NC_041960,Enterococcus_faecalis,test
NC_041963,Rhodobacter_capsulatus,test
NC_041966,Acinetobacter_baumannii,test
NC_041968,Pseudomonas_aeruginosa,test
NC_041971,Mycolicibacterium_smegmatis,test
NC_041972,Erwinia_amylovora,test
NC_041974,Erwinia_amylovora,test
NC_041975,Erwinia_amylovora,test
NC_041976,Brevibacillus_laterosporus,test
NC_041977,Citrobacter_freundii,test
NC_041980,Klebsiella_aerogenes,test
NC_041982,Mycolicibacterium_smegmatis,test
NC_041983,Mycolicibacterium_smegmatis,test
NC_041985,Mycolicibacterium_smegmatis,test
NC_041986,Mycolicibacterium_smegmatis,test
NC_041987,Mycolicibacterium_smegmatis,test
NC_041988,Mycolicibacterium_smegmatis,test
NC_041989,Mycolicibacterium_smegmatis,test
NC_041991,Salmonella_enterica,test
NC_041995,Shigella_sonnei,test
NC_041997,Paracidovorax_citrulli,test
NC_041998,Acinetobacter_baumannii,test
NC_042003,Acinetobacter_baumannii,test
NC_042004,Acinetobacter_baumannii,test
NC_042005,Acinetobacter_baumannii,test
NC_042006,Acinetobacter_pittii,test
NC_042007,Acinetobacter_pittii,test
NC_042008,Streptomyces_viridochromogenes,test
NC_042009,Streptomyces_griseus,test
NC_042010,Streptomyces_griseus,test
NC_042011,Streptomyces_lividans,test
NC_042012,Streptomyces_griseus,test
NC_042013,Agrobacterium_tumefaciens,test
NC_042016,Streptomyces_griseus,test
NC_042017,Shigella_flexneri,test
NC_042018,Erwinia_amylovora,test
NC_042021,Enterococcus_faecalis,test
NC_042022,Enterococcus_faecalis,test
NC_042023,Enterococcus_faecalis,test
NC_042025,Salmonella_enterica,test
NC_042028,Acinetobacter_baumannii,test
NC_042030,Mycolicibacterium_smegmatis,test
NC_042031,Mycolicibacterium_smegmatis,test
NC_042032,Mycolicibacterium_smegmatis,test
NC_042038,Salmonella_enterica,test
NC_042040,Rhodococcus_erythropolis,test
NC_042041,Klebsiella_pneumoniae,test
NC_042042,Streptomyces_scabiei,test
NC_042043,Escherichia_coli,test
NC_042044,Salmonella_enterica,test
NC_042045,Gordonia_terrae,test
NC_042046,Escherichia_coli,test
NC_042047,Serratia_rubidaea,test
NC_042049,Rhodobacter_capsulatus,test
NC_042050,Mycolicibacterium_smegmatis,test
NC_042051,Streptomyces_griseus,test
NC_042052,Streptomyces_griseus,test
NC_042054,Pseudomonas_syringae,test
NC_042055,Mycolicibacterium_smegmatis,test
NC_042056,Erwinia_amylovora,test
NC_042060,Pseudomonas_aeruginosa,test
NC_042062,Salmonella_enterica,test
NC_042065,Salmonella_enterica,test
NC_042066,Salmonella_enterica,test
NC_042067,Citrobacter_freundii,test
NC_042071,Pseudomonas_aeruginosa,test
NC_042072,Pseudomonas_aeruginosa,test
NC_042073,Pseudomonas_aeruginosa,test
NC_042074,Vibrio_cholerae,test
NC_042075,Shigella_flexneri,test
NC_042076,Shigella_boydii,test
NC_042078,Shigella_flexneri,test
NC_042081,Pseudomonas_aeruginosa,test
NC_042082,Stenotrophomonas_maltophilia,test
NC_042083,Gluconobacter_cerinus,test
NC_042084,Escherichia_coli,test
NC_042085,Corynebacterium_vitaeruminis,test
NC_042086,Corynebacterium_vitaeruminis,test
NC_042087,Corynebacterium_vitaeruminis,test
NC_042088,Gordonia_terrae,test
NC_042089,Gordonia_terrae,test
NC_042090,Proteus_mirabilis,test
NC_042091,Pseudomonas_syringae,test
NC_042092,Pseudomonas_syringae,test
NC_042093,Klebsiella_pneumoniae,test
NC_042094,Vibrio_harveyi,test
NC_042095,Vibrio_harveyi,test
NC_042096,Salmonella_enterica,test
NC_042097,Salmonella_enterica,test
NC_042099,Microbacterium_foliorum,test
NC_042100,Vibrio_alginolyticus,test
NC_042101,Enterococcus_faecalis,test
NC_042102,Gordonia_terrae,test
NC_042105,Streptomyces_viridochromogenes,test
NC_042106,Streptomyces_lividans,test
NC_042107,Pseudomonas_tolaasii,test
NC_042108,Gordonia_terrae,test
NC_042109,Microbacterium_foliorum,test
NC_042110,Microbacterium_foliorum,test
NC_042111,Microbacterium_foliorum,test
NC_042115,Pseudomonas_aeruginosa,test
NC_042117,Microbacterium_foliorum,test
NC_042118,Microbacterium_foliorum,test
NC_042119,Microbacterium_foliorum,test
NC_042120,Pantoea_agglomerans,test
NC_042122,Enterobacter_cloacae,test
NC_042123,Gordonia_terrae,test
NC_042124,Acinetobacter_baumannii,test
NC_042125,Enterococcus_faecalis,test
NC_042126,Enterococcus_faecalis,test
NC_042127,Enterococcus_faecalis,test
NC_042128,Escherichia_coli,test
NC_042129,Escherichia_coli,test
NC_042131,Pectobacterium_atrosepticum,test
NC_042132,Gordonia_terrae,test
NC_042133,Bacillus_subtilis,test
NC_042136,Vibrio_harveyi,test
NC_042137,Acinetobacter_baumannii,test
NC_042139,Corynebacterium_vitaeruminis,test
NC_042140,Priestia_megaterium,test
NC_042310,Mycolicibacterium_smegmatis,test
NC_042311,Mycolicibacterium_smegmatis,test
NC_042313,Mycolicibacterium_smegmatis,test
NC_042314,Mycolicibacterium_smegmatis,test
NC_042315,Mycolicibacterium_smegmatis,test
NC_042316,Mycolicibacterium_smegmatis,test
NC_042317,Mycolicibacterium_smegmatis,test
NC_042319,Mycolicibacterium_smegmatis,test
NC_042320,Mycolicibacterium_smegmatis,test
NC_042321,Mycolicibacterium_smegmatis,test
NC_042322,Mycolicibacterium_smegmatis,test
NC_042323,Mycolicibacterium_smegmatis,test
NC_042324,Mycolicibacterium_smegmatis,test
NC_042325,Mycolicibacterium_smegmatis,test
NC_042326,Mycolicibacterium_smegmatis,test
NC_042327,Mycolicibacterium_smegmatis,test
NC_042328,Mycolicibacterium_smegmatis,test
NC_042329,Mycolicibacterium_smegmatis,test
NC_042330,Mycolicibacterium_smegmatis,test
NC_042331,Mycolicibacterium_smegmatis,test
NC_042332,Mycolicibacterium_smegmatis,test
NC_042333,Mycolicibacterium_smegmatis,test
NC_042335,Mycolicibacterium_smegmatis,test
NC_042336,Mycolicibacterium_smegmatis,test
NC_042337,Mycolicibacterium_smegmatis,test
NC_042338,Mycolicibacterium_smegmatis,test
NC_042339,Mycolicibacterium_smegmatis,test
NC_042340,Mycolicibacterium_smegmatis,test
NC_042341,Mycolicibacterium_smegmatis,test
NC_042342,Pseudomonas_aeruginosa,test
NC_042343,Pseudomonas_aeruginosa,test
NC_042344,Xylella_fastidiosa,test
NC_042345,Xylella_fastidiosa,test
NC_042346,Salmonella_enterica,test
NC_042348,Salinibacter_ruber,test
NC_042349,Salinibacter_ruber,test
NC_042350,Salinibacter_ruber,test
NC_042351,Salinibacter_ruber,test
NC_042352,Salinibacter_ruber,test
NC_042354,Corynebacterium_glutamicum,test
NC_042355,Corynebacterium_glutamicum,test
NC_042564,Escherichia_coli,test
NC_043027,Bacillus_subtilis,test
NC_043028,Xanthomonas_oryzae,test
NC_043029,Stenotrophomonas_maltophilia,test
NC_043030,Aeropyrum_pernix,test
NC_043427,Aeropyrum_pernix,test
NC_043469,Klebsiella_aerogenes,test
NC_043767,Mycolicibacterium_smegmatis,test
NC_045425,Thermus_thermophilus,test
NC_047738,Rhizobium_etli,test
NC_047739,Lactiplantibacillus_plantarum,test
NC_047740,Escherichia_coli,test
NC_047741,Vibrio_cholerae,test
NC_047742,Escherichia_coli,test
NC_047743,Burkholderia_pseudomallei,test
NC_047744,Bacillus_pumilus,test
NC_047747,Pseudomonas_syringae,test
NC_047748,Klebsiella_pneumoniae,test
NC_047749,Escherichia_coli,test
NC_047750,Mannheimia_haemolytica,test
NC_047751,Ralstonia_solanacearum,test
NC_047752,Burkholderia_cenocepacia,test
NC_047753,Salmonella_enterica,test
NC_047754,Escherichia_coli,test
NC_047755,Yersinia_enterocolitica,test
NC_047756,Caulobacter_vibrioides,test
NC_047757,Caulobacter_vibrioides,test
NC_047759,Dickeya_fangzhongdai,test
NC_047760,Levilactobacillus_brevis,test
NC_047762,Xanthomonas_arboricola,test
NC_047763,Streptococcus_thermophilus,test
NC_047764,Lactiplantibacillus_plantarum,test
NC_047765,Ralstonia_solanacearum,test
NC_047766,Escherichia_coli,test
NC_047769,Escherichia_coli,test
NC_047770,Escherichia_coli,test
NC_047771,Klebsiella_pneumoniae,test
NC_047772,Klebsiella_pneumoniae,test
NC_047773,Klebsiella_pneumoniae,test
NC_047774,Serratia_marcescens,test
NC_047776,Escherichia_coli,test
NC_047777,Escherichia_coli,test
NC_047778,Pectobacterium_carotovorum,test
NC_047779,Klebsiella_pneumoniae,test
NC_047780,Klebsiella_pneumoniae,test
NC_047781,Klebsiella_pneumoniae,test
NC_047782,Klebsiella_pneumoniae,test
NC_047783,Klebsiella_pneumoniae,test
NC_047784,Klebsiella_pneumoniae,test
NC_047786,Salmonella_enterica,test
NC_047787,Klebsiella_pneumoniae,test
NC_047788,Staphylococcus_aureus,test
NC_047789,Pectobacterium_wasabiae,test
NC_047791,Pectobacterium_carotovorum,test
NC_047792,Streptomyces_venezuelae,test
NC_047793,Streptomyces_venezuelae,test
NC_047794,Streptomyces_venezuelae,test
NC_047795,Streptomyces_griseus,test
NC_047796,Enterococcus_faecium,test
NC_047797,Pectobacterium_carotovorum,test
NC_047798,Klebsiella_pneumoniae,test
NC_047799,Klebsiella_pneumoniae,test
NC_047800,Ralstonia_solanacearum,test
NC_047801,Pectobacterium_carotovorum,test
NC_047802,Pectobacterium_carotovorum,test
NC_047803,Vibrio_alginolyticus,test
NC_047804,Ralstonia_solanacearum,test
NC_047805,Yersinia_enterocolitica,test
NC_047806,Escherichia_coli,test
NC_047807,Escherichia_coli,test
NC_047808,Escherichia_coli,test
NC_047809,Escherichia_coli,test
NC_047810,Escherichia_coli,test
NC_047811,Klebsiella_pneumoniae,test
NC_047812,Escherichia_coli,test
NC_047813,Staphylococcus_epidermidis,test
NC_047814,Staphylococcus_epidermidis,test
NC_047815,Erwinia_amylovora,test
NC_047816,Ralstonia_solanacearum,test
NC_047817,Klebsiella_pneumoniae,test
NC_047818,Klebsiella_pneumoniae,test
NC_047820,Escherichia_coli,test
NC_047821,Marinomonas_mediterranea,test
NC_047822,Escherichia_coli,test
NC_047823,Citrobacter_freundii,test
NC_047824,Shewanella_putrefaciens,test
NC_047825,Klebsiella_oxytoca,test
NC_047828,Escherichia_coli,test
NC_047829,Escherichia_coli,test
NC_047830,Escherichia_coli,test
NC_047831,Pasteurella_multocida,test
NC_047832,Pasteurella_multocida,test
NC_047833,Erwinia_tracheiphila,test
NC_047835,Escherichia_coli,test
NC_047841,Klebsiella_pneumoniae,test
NC_047842,Klebsiella_pneumoniae,test
NC_047843,Leclercia_adecarboxylata,test
NC_047844,Serratia_marcescens,test
NC_047845,Agrobacterium_tumefaciens,test
NC_047846,Agrobacterium_tumefaciens,test
NC_047847,Shigella_dysenteriae,test
NC_047848,Shigella_flexneri,test
NC_047849,Klebsiella_pneumoniae,test
NC_047850,Klebsiella_pneumoniae,test
NC_047851,Brevibacterium_iodinum,test
NC_047854,Cronobacter_sakazakii,test
NC_047855,Staphylococcus_aureus,test
NC_047857,Klebsiella_pneumoniae,test
NC_047858,Proteus_mirabilis,test
NC_047859,Salmonella_enterica,test
NC_047860,Caulobacter_vibrioides,test
NC_047861,Bordetella_bronchiseptica,test
NC_047862,Klebsiella_pneumoniae,test
NC_047863,Shigella_flexneri,test
NC_047865,Aeromonas_hydrophila,test
NC_047866,Aeromonas_hydrophila,test
NC_047868,Rhizobium_etli,test
NC_047869,Rhizobium_etli,test
NC_047870,Rhizobium_etli,test
NC_047874,Pseudomonas_fluorescens,test
NC_047875,Salmonella_enterica,test
NC_047880,Erwinia_amylovora,test
NC_047881,Shigella_sonnei,test
NC_047882,Vibrio_cholerae,test
NC_047888,Ralstonia_solanacearum,test
NC_047889,Escherichia_coli,test
NC_047890,Escherichia_coli,test
NC_047891,Gordonia_terrae,test
NC_047892,Gordonia_terrae,test
NC_047893,Escherichia_coli,test
NC_047894,Pseudomonas_syringae,test
NC_047895,Escherichia_coli,test
NC_047896,Acinetobacter_baumannii,test
NC_047897,Lactiplantibacillus_plantarum,test
NC_047898,Salmonella_enterica,test
NC_047899,Escherichia_coli,test
NC_047900,Klebsiella_pneumoniae,test
NC_047901,Klebsiella_pneumoniae,test
NC_047902,Pseudomonas_grimontii,test
NC_047903,Vibrio_parahaemolyticus,test
NC_047904,Streptomyces_lividans,test
NC_047905,Streptomyces_azureus,test
NC_047906,Streptomyces_azureus,test
NC_047907,Klebsiella_pneumoniae,test
NC_047908,Klebsiella_pneumoniae,test
NC_047909,Faecalibacterium_prausnitzii,test
NC_047910,Faecalibacterium_prausnitzii,test
NC_047911,Faecalibacterium_prausnitzii,test
NC_047912,Faecalibacterium_prausnitzii,test
NC_047913,Faecalibacterium_prausnitzii,test
NC_047914,Faecalibacterium_prausnitzii,test
NC_047915,Faecalibacterium_prausnitzii,test
NC_047916,Faecalibacterium_prausnitzii,test
NC_047917,Erwinia_amylovora,test
NC_047918,Lactiplantibacillus_plantarum,test
NC_047919,Staphylococcus_aureus,test
NC_047920,Citrobacter_rodentium,test
NC_047921,Gordonia_terrae,test
NC_047923,Escherichia_coli,test
NC_047924,Lactiplantibacillus_plantarum,test
NC_047925,Lactiplantibacillus_plantarum,test
NC_047926,Lactiplantibacillus_plantarum,test
NC_047927,Escherichia_coli,test
NC_047928,Haloarcula_hispanica,test
NC_047929,Shigella_flexneri,test
NC_047930,Ralstonia_solanacearum,test
NC_047931,Lactiplantibacillus_plantarum,test
NC_047932,Klebsiella_pneumoniae,test
NC_047933,Pseudomonas_agarici,test
NC_047938,Escherichia_coli,test
NC_047941,Salmonella_enterica,test
NC_047942,Escherichia_coli,test
NC_047943,Haloarcula_hispanica,test
NC_047944,Klebsiella_pneumoniae,test
NC_047946,Ralstonia_solanacearum,test
NC_047948,Staphylococcus_aureus,test
NC_047949,Aeromonas_hydrophila,test
NC_047950,Aeromonas_hydrophila,test
NC_047952,Pseudomonas_aeruginosa,test
NC_047953,Pseudomonas_aeruginosa,test
NC_047954,Pseudomonas_syringae,test
NC_047955,Pseudomonas_syringae,test
NC_047956,Pseudomonas_syringae,test
NC_047957,Pseudomonas_syringae,test
NC_047959,Escherichia_coli,test
NC_047960,Escherichia_coli,test
NC_047961,Dickeya_solani,test
NC_047962,Xanthomonas_campestris,test
NC_047963,Pectobacterium_carotovorum,test
NC_047964,Dickeya_solani,test
NC_047965,Pseudomonas_fluorescens,test
NC_047966,Aeromonas_hydrophila,test
NC_047968,Klebsiella_pneumoniae,test
NC_047969,Klebsiella_pneumoniae,test
NC_047970,Klebsiella_pneumoniae,test
NC_047971,Klebsiella_pneumoniae,test
NC_047972,Microbacterium_foliorum,test
NC_047973,Microbacterium_foliorum,test
NC_047974,Rhodococcus_erythropolis,test
NC_047975,Microbacterium_foliorum,test
NC_047976,Microbacterium_foliorum,test
NC_047977,Microbacterium_foliorum,test
NC_047978,Erwinia_amylovora,test
NC_047979,Escherichia_coli,test
NC_047980,Klebsiella_pneumoniae,test
NC_047982,Ralstonia_solanacearum,test
NC_047983,Levilactobacillus_brevis,test
NC_047984,Escherichia_coli,test
NC_047986,Microbacterium_foliorum,test
NC_047987,Microbacterium_paraoxydans,test
NC_047988,Microbacterium_paraoxydans,test
NC_047989,Microbacterium_paraoxydans,test
NC_047990,Gordonia_terrae,test
NC_047991,Gordonia_terrae,test
NC_047992,Microbacterium_paraoxydans,test
NC_047993,Microbacterium_foliorum,test
NC_047994,Klebsiella_pneumoniae,test
NC_047995,Erwinia_amylovora,test
NC_047996,Escherichia_coli,test
NC_047997,Pseudomonas_fluorescens,test
NC_047999,Salmonella_enterica,test
NC_048000,Salmonella_enterica,test
NC_048002,Escherichia_coli,test
NC_048003,Pseudomonas_fluorescens,test
NC_048004,Salmonella_enterica,test
NC_048005,Salmonella_enterica,test
NC_048006,Salmonella_enterica,test
NC_048007,Salmonella_enterica,test
NC_048008,Salmonella_enterica,test
NC_048009,Salmonella_enterica,test
NC_048010,Salmonella_enterica,test
NC_048011,Salmonella_enterica,test
NC_048012,Salmonella_enterica,test
NC_048013,Salmonella_enterica,test
NC_048014,Klebsiella_pneumoniae,test
NC_048016,Erwinia_amylovora,test
NC_048017,Microbacterium_foliorum,test
NC_048018,Gordonia_terrae,test
NC_048019,Gordonia_terrae,test
NC_048020,Microbacterium_foliorum,test
NC_048021,Gordonia_terrae,test
NC_048022,Eggerthella_lenta,test
NC_048023,Escherichia_coli,test
NC_048024,Klebsiella_pneumoniae,test
NC_048025,Shigella_flexneri,test
NC_048027,Gordonia_terrae,test
NC_048028,Gordonia_terrae,test
NC_048029,Sphingomonas_paucimobilis,test
NC_048035,Vibrio_parahaemolyticus,test
NC_048036,Vibrio_parahaemolyticus,test
NC_048038,Microbacterium_foliorum,test
NC_048039,Gordonia_terrae,test
NC_048040,Gordonia_terrae,test
NC_048041,Vibrio_parahaemolyticus,test
NC_048042,Klebsiella_pneumoniae,test
NC_048043,Klebsiella_pneumoniae,test
NC_048044,Klebsiella_pneumoniae,test
NC_048045,Caulobacter_vibrioides,test
NC_048046,Caulobacter_vibrioides,test
NC_048047,Caulobacter_vibrioides,test
NC_048048,Caulobacter_vibrioides,test
NC_048052,Dickeya_solani,test
NC_048053,Dickeya_solani,test
NC_048054,Dickeya_solani,test
NC_048056,Pectobacterium_atrosepticum,test
NC_048057,Dickeya_solani,test
NC_048058,Pectobacterium_atrosepticum,test
NC_048059,Dickeya_solani,test
NC_048060,Dickeya_solani,test
NC_048061,Pectobacterium_atrosepticum,test
NC_048062,Salmonella_enterica,test
NC_048063,Escherichia_coli,test
NC_048064,Escherichia_coli,test
NC_048065,Citrobacter_freundii,test
NC_048066,Vibrio_cyclitrophicus,test
NC_048068,Microbacterium_foliorum,test
NC_048069,Corynebacterium_xerosis,test
NC_048070,Corynebacterium_xerosis,test
NC_048072,Streptomyces_platensis,test
NC_048073,Escherichia_coli,test
NC_048074,Acinetobacter_baumannii,test
NC_048075,Acinetobacter_baumannii,test
NC_048076,Acinetobacter_baumannii,test
NC_048077,Dickeya_solani,test
NC_048078,Escherichia_coli,test
NC_048079,Escherichia_coli,test
NC_048080,Acinetobacter_baumannii,test
NC_048081,Acinetobacter_baumannii,test
NC_048082,Escherichia_coli,test
NC_048083,Gordonia_terrae,test
NC_048084,Lactiplantibacillus_plantarum,test
NC_048085,Lactiplantibacillus_plantarum,test
NC_048086,Proteus_mirabilis,test
NC_048087,Enterococcus_faecium,test
NC_048088,Cronobacter_sakazakii,test
NC_048089,Salmonella_enterica,test
NC_048090,Microbacterium_foliorum,test
NC_048091,Arthrobacter_globiformis,test
NC_048092,Arthrobacter_globiformis,test
NC_048093,Sinomonas_atrocyanea,test
NC_048094,Arthrobacter_globiformis,test
NC_048095,Arthrobacter_globiformis,test
NC_048096,Arthrobacter_globiformis,test
NC_048097,Arthrobacter_globiformis,test
NC_048098,Arthrobacter_globiformis,test
NC_048099,Arthrobacter_globiformis,test
NC_048100,Arthrobacter_globiformis,test
NC_048101,Microbacterium_foliorum,test
NC_048104,Lactobacillus_delbrueckii,test
NC_048105,Salmonella_enterica,test
NC_048107,Staphylococcus_aureus,test
NC_048108,Yersinia_pseudotuberculosis,test
NC_048109,Pseudomonas_aeruginosa,test
NC_048110,Salmonella_enterica,test
NC_048111,Pectobacterium_carotovorum,test
NC_048112,Escherichia_coli,test
NC_048113,Salmonella_enterica,test
NC_048114,Klebsiella_pneumoniae,test
NC_048115,Arthrobacter_globiformis,test
NC_048116,Pectobacterium_atrosepticum,test
NC_048117,Pectobacterium_atrosepticum,test
NC_048118,Pectobacterium_atrosepticum,test
NC_048119,Pectobacterium_atrosepticum,test
NC_048120,Pectobacterium_atrosepticum,test
NC_048121,Vibrio_breoganii,test
NC_048122,Vibrio_breoganii,test
NC_048123,Vibrio_cyclitrophicus,test
NC_048124,Vibrio_breoganii,test
NC_048125,Vibrio_breoganii,test
NC_048126,Klebsiella_pneumoniae,test
NC_048133,Aeromonas_hydrophila,test
NC_048134,Lactiplantibacillus_plantarum,test
NC_048135,Enterobacter_cloacae,test
NC_048136,Escherichia_coli,test
NC_048137,Pantoea_agglomerans,test
NC_048138,Klebsiella_pneumoniae,test
NC_048139,Streptomyces_lividans,test
NC_048140,Arthrobacter_globiformis,test
NC_048141,Gordonia_terrae,test
NC_048142,Acinetobacter_baumannii,test
NC_048143,Klebsiella_pneumoniae,test
NC_048144,Microbacterium_foliorum,test
NC_048146,Gordonia_terrae,test
NC_048147,Xanthomonas_campestris,test
NC_048148,Providencia_stuartii,test
NC_048152,Arthrobacter_globiformis,test
NC_048153,Streptomyces_venezuelae,test
NC_048154,Streptomyces_griseus,test
NC_048155,Streptomyces_griseus,test
NC_048159,Staphylococcus_aureus,test
NC_048161,Cronobacter_turicensis,test
NC_048162,Klebsiella_pneumoniae,test
NC_048163,Escherichia_coli,test
NC_048164,Escherichia_coli,test
NC_048165,Microbacterium_paraoxydans,test
NC_048167,Vibrio_parahaemolyticus,test
